"","country1","country2","year","exports"
"38640","Malaysia","Iran",1980,6
"38641","Malaysia","Turkey",1980,18.93
"38642","Malaysia","Iraq",1980,50.48
"38643","Malaysia","Egypt",1980,1.46
"38644","Malaysia","Syria",1980,0
"38645","Malaysia","Lebanon",1980,1.15
"38646","Malaysia","Jordan",1980,2.78
"38647","Malaysia","Israel",1980,0
"38648","Malaysia","Saudi Arabia",1980,57.9
"38649","Malaysia","Yemen Arab Republic",1980,7.07
"38650","Malaysia","Yemen People's Republic",1980,7.07
"38651","Malaysia","Kuwait",1980,14.7
"38652","Malaysia","Bahrain",1980,0
"38653","Malaysia","Qatar",1980,5.69
"38654","Malaysia","United Arab Emirates",1980,42.6
"38655","Malaysia","Oman",1980,13.42
"38656","Malaysia","Afghanistan",1980,0
"38657","Malaysia","China",1980,239.9
"38658","Malaysia","Mongolia",1980,0.14
"38659","Malaysia","Taiwan",1980,424.848
"38660","Malaysia","North Korea",1980,19.73
"38661","Malaysia","South Korea",1980,471.6
"38662","Malaysia","Japan",1980,3504.2
"38663","Malaysia","India",1980,341.7
"38664","Malaysia","Bhutan",1980,NA
"38665","Malaysia","Pakistan",1980,164.58
"38666","Malaysia","Bangladesh",1980,46.25
"38667","Malaysia","Myanmar",1980,14.86
"38668","Malaysia","Sri Lanka",1980,11.92
"38669","Malaysia","Maldives",1980,0.09
"38670","Malaysia","Nepal",1980,0.32
"38671","Malaysia","Thailand",1980,165.86
"38672","Malaysia","Cambodia",1980,0.14
"38673","Malaysia","Laos",1980,0
"38674","Malaysia","Vietnam",1980,0.1
"38675","Malaysia","Singapore",1980,3323.41
"38676","Malaysia","Philippines",1980,162.11
"38677","Malaysia","Indonesia",1980,35.8
"38678","Malaysia","Australia",1980,241.42
"38679","Malaysia","Papua New Guinea",1980,3.78
"38680","Malaysia","New Zealand",1980,44.24
"38681","Malaysia","Solomon Islands",1980,0
"38682","Malaysia","Fiji",1980,0.99
"38683","Malaysia","Samoa",1980,0.14
"38684","Singapore","United States of America",1980,1984.6
"38685","Singapore","Canada",1980,140.9
"38686","Singapore","Bahamas",1980,0
"38687","Singapore","Cuba",1980,4.81
"38688","Singapore","Haiti",1980,0.49
"38689","Singapore","Dominican Republic",1980,0.16
"38690","Singapore","Jamaica",1980,0.27
"38691","Singapore","Trinidad and Tobago",1980,3.67
"38692","Singapore","Barbados",1980,0.12
"38693","Singapore","Dominica",1980,0
"38694","Singapore","Grenada",1980,NA
"38695","Singapore","St. Lucia",1980,NA
"38696","Singapore","St. Vincent and the Grenadines",1980,0
"38697","Singapore","Mexico",1980,35
"38698","Singapore","Guatemala",1980,0.94
"38699","Singapore","Honduras",1980,0.23
"38700","Singapore","El Salvador",1980,0.31
"38701","Singapore","Nicaragua",1980,0
"38702","Singapore","Costa Rica",1980,1.2
"38703","Singapore","Panama",1980,0.15
"38704","Singapore","Colombia",1980,13.2
"38705","Singapore","Venezuela",1980,4.4
"38706","Singapore","Guyana",1980,0.12
"38707","Singapore","Suriname",1980,0
"38708","Singapore","Ecuador",1980,0
"38709","Singapore","Peru",1980,9.39
"38710","Singapore","Brazil",1980,101.64
"38711","Singapore","Bolivia",1980,0
"38712","Singapore","Paraguay",1980,0
"38713","Singapore","Chile",1980,0
"38714","Singapore","Argentina",1980,50.73
"38715","Singapore","Uruguay",1980,3.25
"38716","Singapore","United Kingdom",1980,535
"38717","Singapore","Ireland",1980,13.58
"38718","Singapore","Netherlands",1980,204.4
"38719","Singapore","Belgium",1980,69.77549
"38720","Singapore","Luxembourg",1980,3.12451
"38721","Singapore","France",1980,329.8
"38722","Singapore","Switzerland",1980,59.7
"38723","Singapore","Spain",1980,32.63
"38724","Singapore","Portugal",1980,8.87
"38725","Singapore","German Federal Republic",1980,657.6
"38726","Singapore","German Democratic Republic",1980,4.93
"38727","Singapore","Poland",1980,34
"38728","Singapore","Austria",1980,25.2
"38729","Singapore","Hungary",1980,0
"38730","Singapore","Czechoslovakia",1980,0
"38731","Singapore","Italy",1980,144.2
"38732","Singapore","Malta",1980,4.89
"38733","Singapore","Albania",1980,0
"38734","Singapore","Yugoslavia",1980,2.72
"38735","Singapore","Greece",1980,12.64
"38736","Singapore","Cyprus",1980,3.85
"38737","Singapore","Bulgaria",1980,18.28
"38738","Singapore","Romania",1980,30.29
"38739","Singapore","Russia",1980,235.56
"38740","Singapore","Finland",1980,13.07
"38741","Singapore","Sweden",1980,60.6
"38742","Singapore","Norway",1980,29.56
"38743","Singapore","Denmark",1980,27.26
"38744","Singapore","Iceland",1980,0.64
"38745","Singapore","Cape Verde",1980,0
"38746","Singapore","Sao Tome and Principe",1980,NA
"38747","Singapore","Guinea-Bissau",1980,NA
"38748","Singapore","Equatorial Guinea",1980,NA
"38749","Singapore","Gambia",1980,0
"38750","Singapore","Mali",1980,0
"38751","Singapore","Senegal",1980,0.01
"38752","Singapore","Benin",1980,0
"38753","Singapore","Mauritania",1980,0
"38754","Singapore","Niger",1980,0.23
"38755","Singapore","Ivory Coast",1980,0
"38756","Singapore","Guinea",1980,NA
"38757","Singapore","Burkina Faso",1980,NA
"38758","Singapore","Liberia",1980,0
"38759","Singapore","Sierra Leone",1980,0
"38760","Singapore","Ghana",1980,4
"38761","Singapore","Togo",1980,NA
"38762","Singapore","Cameroon",1980,5.32
"38763","Singapore","Nigeria",1980,273.9
"38764","Singapore","Gabon",1980,1.28
"38765","Singapore","Central African Republic",1980,0
"38766","Singapore","Chad",1980,NA
"38767","Singapore","Congo",1980,0.23
"38768","Singapore","Democratic Republic of the Congo",1980,0
"38769","Singapore","Uganda",1980,0.35
"38770","Singapore","Kenya",1980,16.82
"38771","Singapore","Tanzania",1980,6.75
"38772","Singapore","Burundi",1980,0.09
"38773","Singapore","Rwanda",1980,0
"38774","Singapore","Somalia",1980,2.95
"38775","Singapore","Djibouti",1980,0
"38776","Singapore","Ethiopia",1980,5.48
"38777","Singapore","Angola",1980,0
"38778","Singapore","Mozambique",1980,4.53
"38779","Singapore","Zambia",1980,2.52
"38780","Singapore","Zimbabwe",1980,0
"38781","Singapore","Malawi",1980,1.37
"38782","Singapore","South Africa",1980,0
"38783","Singapore","Lesotho",1980,NA
"38784","Singapore","Botswana",1980,0
"38785","Singapore","Swaziland",1980,NA
"38786","Singapore","Madagascar",1980,0
"38787","Singapore","Comoros",1980,0
"38788","Singapore","Mauritius",1980,9.62
"38789","Singapore","Seychelles",1980,7.2
"38790","Singapore","Morocco",1980,2.86
"38791","Singapore","Algeria",1980,20.85
"38792","Singapore","Tunisia",1980,0.73
"38793","Singapore","Libya",1980,1.6
"38794","Singapore","Sudan",1980,5.84
"38795","Singapore","Iran",1980,74
"38796","Singapore","Turkey",1980,0
"38797","Singapore","Iraq",1980,60.93
"38798","Singapore","Egypt",1980,47.59
"38799","Singapore","Syria",1980,8.8
"38800","Singapore","Lebanon",1980,15.9
"38801","Singapore","Jordan",1980,5.47
"38802","Singapore","Israel",1980,11.6
"38803","Singapore","Saudi Arabia",1980,330.9
"38804","Singapore","Yemen Arab Republic",1980,72.22
"38805","Singapore","Yemen People's Republic",1980,72.22
"38806","Singapore","Kuwait",1980,61.4
"38807","Singapore","Bahrain",1980,29.11
"38808","Singapore","Qatar",1980,19.39
"38809","Singapore","United Arab Emirates",1980,200
"38810","Singapore","Oman",1980,57.93
"38811","Singapore","Afghanistan",1980,0
"38812","Singapore","China",1980,189.8
"38813","Singapore","Mongolia",1980,NA
"38814","Singapore","Taiwan",1980,221.722
"38815","Singapore","North Korea",1980,33.45
"38816","Singapore","South Korea",1980,161.3
"38817","Singapore","Japan",1980,1515.9
"38818","Singapore","India",1980,475.17
"38819","Singapore","Bhutan",1980,NA
"38820","Singapore","Pakistan",1980,98.05
"38821","Singapore","Bangladesh",1980,91.42
"38822","Singapore","Myanmar",1980,47.73
"38823","Singapore","Sri Lanka",1980,91.27
"38824","Singapore","Maldives",1980,0
"38825","Singapore","Nepal",1980,5.78
"38826","Singapore","Thailand",1980,598.61
"38827","Singapore","Cambodia",1980,27.15
"38828","Singapore","Laos",1980,18.57
"38829","Singapore","Vietnam",1980,49.47
"38830","Singapore","Malaysia",1980,1264.9
"38831","Singapore","Philippines",1980,132.45
"38832","Singapore","Indonesia",1980,936.3
"38833","Singapore","Australia",1980,665.34
"38834","Singapore","Papua New Guinea",1980,154.97
"38835","Singapore","New Zealand",1980,343.33
"38836","Singapore","Solomon Islands",1980,12.18
"38837","Singapore","Fiji",1980,61.18
"38838","Singapore","Samoa",1980,6.86
"38839","Philippines","United States of America",1980,1913
"38840","Philippines","Canada",1980,95.6
"38841","Philippines","Bahamas",1980,0.8
"38842","Philippines","Cuba",1980,0.1
"38843","Philippines","Haiti",1980,0
"38844","Philippines","Dominican Republic",1980,0.23
"38845","Philippines","Jamaica",1980,0.12
"38846","Philippines","Trinidad and Tobago",1980,0.19
"38847","Philippines","Barbados",1980,0.32
"38848","Philippines","Dominica",1980,0
"38849","Philippines","Grenada",1980,0.13
"38850","Philippines","St. Lucia",1980,NA
"38851","Philippines","St. Vincent and the Grenadines",1980,0.02
"38852","Philippines","Mexico",1980,7.8
"38853","Philippines","Guatemala",1980,0.09
"38854","Philippines","Honduras",1980,0.22
"38855","Philippines","El Salvador",1980,0.01
"38856","Philippines","Nicaragua",1980,0.29
"38857","Philippines","Costa Rica",1980,0.04
"38858","Philippines","Panama",1980,0.59
"38859","Philippines","Colombia",1980,0.25
"38860","Philippines","Venezuela",1980,1.3
"38861","Philippines","Guyana",1980,0
"38862","Philippines","Suriname",1980,0
"38863","Philippines","Ecuador",1980,0
"38864","Philippines","Peru",1980,0.07
"38865","Philippines","Brazil",1980,17.59
"38866","Philippines","Bolivia",1980,0
"38867","Philippines","Paraguay",1980,0.01
"38868","Philippines","Chile",1980,0
"38869","Philippines","Argentina",1980,1.84
"38870","Philippines","Uruguay",1980,0.04
"38871","Philippines","United Kingdom",1980,230.1
"38872","Philippines","Ireland",1980,9.71
"38873","Philippines","Netherlands",1980,142.3
"38874","Philippines","Belgium",1980,40.10416
"38875","Philippines","Luxembourg",1980,1.795843
"38876","Philippines","France",1980,206.8
"38877","Philippines","Switzerland",1980,18.1
"38878","Philippines","Spain",1980,53.21
"38879","Philippines","Portugal",1980,12.43
"38880","Philippines","German Federal Republic",1980,407.4
"38881","Philippines","German Democratic Republic",1980,4.8
"38882","Philippines","Poland",1980,3.7
"38883","Philippines","Austria",1980,28.2
"38884","Philippines","Hungary",1980,0
"38885","Philippines","Czechoslovakia",1980,0
"38886","Philippines","Italy",1980,87.9
"38887","Philippines","Malta",1980,0.33
"38888","Philippines","Albania",1980,0
"38889","Philippines","Yugoslavia",1980,2.34
"38890","Philippines","Greece",1980,4.01
"38891","Philippines","Cyprus",1980,0.47
"38892","Philippines","Bulgaria",1980,NA
"38893","Philippines","Romania",1980,29.31
"38894","Philippines","Russia",1980,189.3
"38895","Philippines","Finland",1980,12.35
"38896","Philippines","Sweden",1980,31
"38897","Philippines","Norway",1980,13.87
"38898","Philippines","Denmark",1980,25.7
"38899","Philippines","Iceland",1980,0.35
"38900","Philippines","Cape Verde",1980,0
"38901","Philippines","Sao Tome and Principe",1980,NA
"38902","Philippines","Guinea-Bissau",1980,0
"38903","Philippines","Equatorial Guinea",1980,0
"38904","Philippines","Gambia",1980,0
"38905","Philippines","Mali",1980,0
"38906","Philippines","Senegal",1980,0.11
"38907","Philippines","Benin",1980,0
"38908","Philippines","Mauritania",1980,3.16
"38909","Philippines","Niger",1980,0
"38910","Philippines","Ivory Coast",1980,0
"38911","Philippines","Guinea",1980,0
"38912","Philippines","Burkina Faso",1980,0
"38913","Philippines","Liberia",1980,12.2
"38914","Philippines","Sierra Leone",1980,0.02
"38915","Philippines","Ghana",1980,0.01
"38916","Philippines","Togo",1980,0
"38917","Philippines","Cameroon",1980,0.33
"38918","Philippines","Nigeria",1980,2.53
"38919","Philippines","Gabon",1980,0.24
"38920","Philippines","Central African Republic",1980,0
"38921","Philippines","Chad",1980,0
"38922","Philippines","Congo",1980,0.03
"38923","Philippines","Democratic Republic of the Congo",1980,1.63
"38924","Philippines","Uganda",1980,0
"38925","Philippines","Kenya",1980,0.17
"38926","Philippines","Tanzania",1980,0.38
"38927","Philippines","Burundi",1980,0
"38928","Philippines","Rwanda",1980,0
"38929","Philippines","Somalia",1980,0.23
"38930","Philippines","Djibouti",1980,0.08
"38931","Philippines","Ethiopia",1980,0
"38932","Philippines","Angola",1980,0
"38933","Philippines","Mozambique",1980,3.35
"38934","Philippines","Zambia",1980,0.05
"38935","Philippines","Zimbabwe",1980,0
"38936","Philippines","Malawi",1980,0
"38937","Philippines","South Africa",1980,0.52
"38938","Philippines","Lesotho",1980,0.06
"38939","Philippines","Botswana",1980,0
"38940","Philippines","Swaziland",1980,0.08
"38941","Philippines","Madagascar",1980,0
"38942","Philippines","Comoros",1980,0
"38943","Philippines","Mauritius",1980,0.18
"38944","Philippines","Seychelles",1980,0
"38945","Philippines","Morocco",1980,11.44
"38946","Philippines","Algeria",1980,20.87
"38947","Philippines","Tunisia",1980,0.14
"38948","Philippines","Libya",1980,4.8
"38949","Philippines","Sudan",1980,0
"38950","Philippines","Iran",1980,2
"38951","Philippines","Turkey",1980,0.24
"38952","Philippines","Iraq",1980,49.13
"38953","Philippines","Egypt",1980,2.54
"38954","Philippines","Syria",1980,0.3
"38955","Philippines","Lebanon",1980,2.8
"38956","Philippines","Jordan",1980,0.17
"38957","Philippines","Israel",1980,3.1
"38958","Philippines","Saudi Arabia",1980,33.5
"38959","Philippines","Yemen Arab Republic",1980,22.73
"38960","Philippines","Yemen People's Republic",1980,22.73
"38961","Philippines","Kuwait",1980,0
"38962","Philippines","Bahrain",1980,0
"38963","Philippines","Qatar",1980,2.93
"38964","Philippines","United Arab Emirates",1980,29.3
"38965","Philippines","Oman",1980,1.19
"38966","Philippines","Afghanistan",1980,0
"38967","Philippines","China",1980,70
"38968","Philippines","Mongolia",1980,NA
"38969","Philippines","Taiwan",1980,117.25
"38970","Philippines","North Korea",1980,4.5
"38971","Philippines","South Korea",1980,271.5
"38972","Philippines","Japan",1980,1963.7
"38973","Philippines","India",1980,11.54
"38974","Philippines","Bhutan",1980,NA
"38975","Philippines","Pakistan",1980,5.7
"38976","Philippines","Bangladesh",1980,13.9
"38977","Philippines","Myanmar",1980,0.29
"38978","Philippines","Sri Lanka",1980,7.46
"38979","Philippines","Maldives",1980,0
"38980","Philippines","Nepal",1980,1.3
"38981","Philippines","Thailand",1980,78.25
"38982","Philippines","Cambodia",1980,3
"38983","Philippines","Laos",1980,0
"38984","Philippines","Vietnam",1980,5.88
"38985","Philippines","Malaysia",1980,107.18
"38986","Philippines","Singapore",1980,74.86
"38987","Philippines","Indonesia",1980,90.2
"38988","Philippines","Australia",1980,103.5
"38989","Philippines","Papua New Guinea",1980,2.89
"38990","Philippines","New Zealand",1980,6.41
"38991","Philippines","Solomon Islands",1980,0
"38992","Philippines","Fiji",1980,1.22
"38993","Philippines","Samoa",1980,0.14
"38994","Indonesia","United States of America",1980,5539
"38995","Indonesia","Canada",1980,27.4
"38996","Indonesia","Bahamas",1980,33.4
"38997","Indonesia","Cuba",1980,0
"38998","Indonesia","Haiti",1980,0.08
"38999","Indonesia","Dominican Republic",1980,0
"39000","Indonesia","Jamaica",1980,0.79
"39001","Indonesia","Trinidad and Tobago",1980,135.56
"39002","Indonesia","Barbados",1980,0.55
"39003","Indonesia","Dominica",1980,NA
"39004","Indonesia","Grenada",1980,0
"39005","Indonesia","St. Lucia",1980,NA
"39006","Indonesia","St. Vincent and the Grenadines",1980,0.02
"39007","Indonesia","Mexico",1980,12
"39008","Indonesia","Guatemala",1980,0
"39009","Indonesia","Honduras",1980,0.04
"39010","Indonesia","El Salvador",1980,0
"39011","Indonesia","Nicaragua",1980,0
"39012","Indonesia","Costa Rica",1980,0.21
"39013","Indonesia","Panama",1980,0.04
"39014","Indonesia","Colombia",1980,0.04
"39015","Indonesia","Venezuela",1980,11
"39016","Indonesia","Guyana",1980,0
"39017","Indonesia","Suriname",1980,0.1
"39018","Indonesia","Ecuador",1980,0.39
"39019","Indonesia","Peru",1980,0.2
"39020","Indonesia","Brazil",1980,83.78
"39021","Indonesia","Bolivia",1980,0
"39022","Indonesia","Paraguay",1980,0
"39023","Indonesia","Chile",1980,0
"39024","Indonesia","Argentina",1980,0.16
"39025","Indonesia","Uruguay",1980,0.12
"39026","Indonesia","United Kingdom",1980,132.4
"39027","Indonesia","Ireland",1980,3.9
"39028","Indonesia","Netherlands",1980,273.8
"39029","Indonesia","Belgium",1980,82.88831
"39030","Indonesia","Luxembourg",1980,3.711695
"39031","Indonesia","France",1980,326
"39032","Indonesia","Switzerland",1980,37
"39033","Indonesia","Spain",1980,90.26
"39034","Indonesia","Portugal",1980,22.65
"39035","Indonesia","German Federal Republic",1980,388
"39036","Indonesia","German Democratic Republic",1980,13.2
"39037","Indonesia","Poland",1980,6.46
"39038","Indonesia","Austria",1980,17.9
"39039","Indonesia","Hungary",1980,0
"39040","Indonesia","Czechoslovakia",1980,44.46
"39041","Indonesia","Italy",1980,377.5
"39042","Indonesia","Malta",1980,5.64
"39043","Indonesia","Albania",1980,0
"39044","Indonesia","Yugoslavia",1980,21.47
"39045","Indonesia","Greece",1980,9.51
"39046","Indonesia","Cyprus",1980,0.25
"39047","Indonesia","Bulgaria",1980,0.7
"39048","Indonesia","Romania",1980,6.37
"39049","Indonesia","Russia",1980,72.9
"39050","Indonesia","Finland",1980,1.68
"39051","Indonesia","Sweden",1980,26.1
"39052","Indonesia","Norway",1980,10.79
"39053","Indonesia","Denmark",1980,40.21
"39054","Indonesia","Iceland",1980,0.13
"39055","Indonesia","Cape Verde",1980,0
"39056","Indonesia","Sao Tome and Principe",1980,0
"39057","Indonesia","Guinea-Bissau",1980,NA
"39058","Indonesia","Equatorial Guinea",1980,NA
"39059","Indonesia","Gambia",1980,0
"39060","Indonesia","Mali",1980,0
"39061","Indonesia","Senegal",1980,0.74
"39062","Indonesia","Benin",1980,NA
"39063","Indonesia","Mauritania",1980,0
"39064","Indonesia","Niger",1980,0
"39065","Indonesia","Ivory Coast",1980,0
"39066","Indonesia","Guinea",1980,NA
"39067","Indonesia","Burkina Faso",1980,NA
"39068","Indonesia","Liberia",1980,0.01
"39069","Indonesia","Sierra Leone",1980,0
"39070","Indonesia","Ghana",1980,0
"39071","Indonesia","Togo",1980,0
"39072","Indonesia","Cameroon",1980,0.06
"39073","Indonesia","Nigeria",1980,2.7
"39074","Indonesia","Gabon",1980,0
"39075","Indonesia","Central African Republic",1980,0
"39076","Indonesia","Chad",1980,NA
"39077","Indonesia","Congo",1980,0.03
"39078","Indonesia","Democratic Republic of the Congo",1980,0
"39079","Indonesia","Uganda",1980,0.09
"39080","Indonesia","Kenya",1980,12.26
"39081","Indonesia","Tanzania",1980,0.03
"39082","Indonesia","Burundi",1980,0
"39083","Indonesia","Rwanda",1980,0
"39084","Indonesia","Somalia",1980,0
"39085","Indonesia","Djibouti",1980,0
"39086","Indonesia","Ethiopia",1980,0
"39087","Indonesia","Angola",1980,0
"39088","Indonesia","Mozambique",1980,0
"39089","Indonesia","Zambia",1980,0.43
"39090","Indonesia","Zimbabwe",1980,0
"39091","Indonesia","Malawi",1980,0
"39092","Indonesia","South Africa",1980,0
"39093","Indonesia","Lesotho",1980,NA
"39094","Indonesia","Botswana",1980,NA
"39095","Indonesia","Swaziland",1980,NA
"39096","Indonesia","Madagascar",1980,0
"39097","Indonesia","Comoros",1980,NA
"39098","Indonesia","Mauritius",1980,0.73
"39099","Indonesia","Seychelles",1980,0
"39100","Indonesia","Morocco",1980,8.14
"39101","Indonesia","Algeria",1980,1.69
"39102","Indonesia","Tunisia",1980,2.95
"39103","Indonesia","Libya",1980,0
"39104","Indonesia","Sudan",1980,0.01
"39105","Indonesia","Iran",1980,0
"39106","Indonesia","Turkey",1980,0.17
"39107","Indonesia","Iraq",1980,37.1
"39108","Indonesia","Egypt",1980,4.96
"39109","Indonesia","Syria",1980,0
"39110","Indonesia","Lebanon",1980,0
"39111","Indonesia","Jordan",1980,0.07
"39112","Indonesia","Israel",1980,0
"39113","Indonesia","Saudi Arabia",1980,11
"39114","Indonesia","Yemen Arab Republic",1980,1.27
"39115","Indonesia","Yemen People's Republic",1980,1.27
"39116","Indonesia","Kuwait",1980,0
"39117","Indonesia","Bahrain",1980,0
"39118","Indonesia","Qatar",1980,0
"39119","Indonesia","United Arab Emirates",1980,16.5
"39120","Indonesia","Oman",1980,0.36
"39121","Indonesia","Afghanistan",1980,0
"39122","Indonesia","China",1980,14.2
"39123","Indonesia","Mongolia",1980,NA
"39124","Indonesia","Taiwan",1980,539.566
"39125","Indonesia","North Korea",1980,1.3
"39126","Indonesia","South Korea",1980,484.5
"39127","Indonesia","Japan",1980,13230.4
"39128","Indonesia","India",1980,24.59
"39129","Indonesia","Bhutan",1980,NA
"39130","Indonesia","Pakistan",1980,22.7
"39131","Indonesia","Bangladesh",1980,15.17
"39132","Indonesia","Myanmar",1980,0.15
"39133","Indonesia","Sri Lanka",1980,9.03
"39134","Indonesia","Maldives",1980,NA
"39135","Indonesia","Nepal",1980,NA
"39136","Indonesia","Thailand",1980,44.82
"39137","Indonesia","Cambodia",1980,0
"39138","Indonesia","Laos",1980,0
"39139","Indonesia","Vietnam",1980,0
"39140","Indonesia","Malaysia",1980,80.68
"39141","Indonesia","Singapore",1980,2483.7
"39142","Indonesia","Philippines",1980,186.96
"39143","Indonesia","Australia",1980,437.07
"39144","Indonesia","Papua New Guinea",1980,0.11
"39145","Indonesia","New Zealand",1980,96.88
"39146","Indonesia","Solomon Islands",1980,NA
"39147","Indonesia","Fiji",1980,0.17
"39148","Indonesia","Samoa",1980,0
"39149","Australia","United States of America",1980,2782.2
"39150","Australia","Canada",1980,477
"39151","Australia","Bahamas",1980,0.43
"39152","Australia","Cuba",1980,1.49
"39153","Australia","Haiti",1980,0.04
"39154","Australia","Dominican Republic",1980,0.46
"39155","Australia","Jamaica",1980,3.78
"39156","Australia","Trinidad and Tobago",1980,25.05
"39157","Australia","Barbados",1980,9.71
"39158","Australia","Dominica",1980,0.02
"39159","Australia","Grenada",1980,0.12
"39160","Australia","St. Lucia",1980,0
"39161","Australia","St. Vincent and the Grenadines",1980,0.07
"39162","Australia","Mexico",1980,32.7
"39163","Australia","Guatemala",1980,1.19
"39164","Australia","Honduras",1980,1.9
"39165","Australia","El Salvador",1980,1.23
"39166","Australia","Nicaragua",1980,0.5
"39167","Australia","Costa Rica",1980,1.31
"39168","Australia","Panama",1980,0.73
"39169","Australia","Colombia",1980,1.59
"39170","Australia","Venezuela",1980,14.9
"39171","Australia","Guyana",1980,1.99
"39172","Australia","Suriname",1980,0.1
"39173","Australia","Ecuador",1980,7.91
"39174","Australia","Peru",1980,7.64
"39175","Australia","Brazil",1980,43.69
"39176","Australia","Bolivia",1980,0
"39177","Australia","Paraguay",1980,0
"39178","Australia","Chile",1980,0
"39179","Australia","Argentina",1980,83.71
"39180","Australia","Uruguay",1980,2.36
"39181","Australia","United Kingdom",1980,1125.1
"39182","Australia","Ireland",1980,9.96
"39183","Australia","Netherlands",1980,184.9
"39184","Australia","Belgium",1980,210.9536
"39185","Australia","Luxembourg",1980,9.446392
"39186","Australia","France",1980,584
"39187","Australia","Switzerland",1980,50.5
"39188","Australia","Spain",1980,125.89
"39189","Australia","Portugal",1980,20.05
"39190","Australia","German Federal Republic",1980,716.4
"39191","Australia","German Democratic Republic",1980,19.48
"39192","Australia","Poland",1980,114.01
"39193","Australia","Austria",1980,39.2
"39194","Australia","Hungary",1980,47.47
"39195","Australia","Czechoslovakia",1980,53.68
"39196","Australia","Italy",1980,574.8
"39197","Australia","Malta",1980,7.72
"39198","Australia","Albania",1980,0.22
"39199","Australia","Yugoslavia",1980,88.25
"39200","Australia","Greece",1980,18.23
"39201","Australia","Cyprus",1980,1.84
"39202","Australia","Bulgaria",1980,1.66
"39203","Australia","Romania",1980,39.67
"39204","Australia","Russia",1980,1137.06
"39205","Australia","Finland",1980,16.62
"39206","Australia","Sweden",1980,83.7
"39207","Australia","Norway",1980,119.02
"39208","Australia","Denmark",1980,35.62
"39209","Australia","Iceland",1980,32.98
"39210","Australia","Cape Verde",1980,0
"39211","Australia","Sao Tome and Principe",1980,0
"39212","Australia","Guinea-Bissau",1980,0
"39213","Australia","Equatorial Guinea",1980,0
"39214","Australia","Gambia",1980,0
"39215","Australia","Mali",1980,0
"39216","Australia","Senegal",1980,0.18
"39217","Australia","Benin",1980,0
"39218","Australia","Mauritania",1980,0
"39219","Australia","Niger",1980,0.01
"39220","Australia","Ivory Coast",1980,3.94
"39221","Australia","Guinea",1980,0.14
"39222","Australia","Burkina Faso",1980,0
"39223","Australia","Liberia",1980,0.64
"39224","Australia","Sierra Leone",1980,0.56
"39225","Australia","Ghana",1980,7.82
"39226","Australia","Togo",1980,0
"39227","Australia","Cameroon",1980,0.1
"39228","Australia","Nigeria",1980,4.54
"39229","Australia","Gabon",1980,0
"39230","Australia","Central African Republic",1980,0
"39231","Australia","Chad",1980,0
"39232","Australia","Congo",1980,0
"39233","Australia","Democratic Republic of the Congo",1980,0
"39234","Australia","Uganda",1980,0.36
"39235","Australia","Kenya",1980,16.52
"39236","Australia","Tanzania",1980,7.09
"39237","Australia","Burundi",1980,0
"39238","Australia","Rwanda",1980,0.05
"39239","Australia","Somalia",1980,0.05
"39240","Australia","Djibouti",1980,0.01
"39241","Australia","Ethiopia",1980,4.86
"39242","Australia","Angola",1980,0.03
"39243","Australia","Mozambique",1980,0.93
"39244","Australia","Zambia",1980,7.25
"39245","Australia","Zimbabwe",1980,0.89
"39246","Australia","Malawi",1980,1.93
"39247","Australia","South Africa",1980,131.33
"39248","Australia","Lesotho",1980,0
"39249","Australia","Botswana",1980,0
"39250","Australia","Swaziland",1980,0
"39251","Australia","Madagascar",1980,0
"39252","Australia","Comoros",1980,0.03
"39253","Australia","Mauritius",1980,35.5
"39254","Australia","Seychelles",1980,1.7
"39255","Australia","Morocco",1980,1.08
"39256","Australia","Algeria",1980,14.36
"39257","Australia","Tunisia",1980,0.32
"39258","Australia","Libya",1980,71.9
"39259","Australia","Sudan",1980,3.5
"39260","Australia","Iran",1980,139
"39261","Australia","Turkey",1980,13.74
"39262","Australia","Iraq",1980,200.52
"39263","Australia","Egypt",1980,83.06
"39264","Australia","Syria",1980,4.24
"39265","Australia","Lebanon",1980,1.17
"39266","Australia","Jordan",1980,0.12
"39267","Australia","Israel",1980,39.9
"39268","Australia","Saudi Arabia",1980,368
"39269","Australia","Yemen Arab Republic",1980,41.85
"39270","Australia","Yemen People's Republic",1980,41.85
"39271","Australia","Kuwait",1980,157.5
"39272","Australia","Bahrain",1980,114.1
"39273","Australia","Qatar",1980,31.58
"39274","Australia","United Arab Emirates",1980,114.4
"39275","Australia","Oman",1980,33.07
"39276","Australia","Afghanistan",1980,0
"39277","Australia","China",1980,1063
"39278","Australia","Mongolia",1980,0
"39279","Australia","Taiwan",1980,512.265
"39280","Australia","North Korea",1980,40.73
"39281","Australia","South Korea",1980,680
"39282","Australia","Japan",1980,7017.8
"39283","Australia","India",1980,210.2
"39284","Australia","Bhutan",1980,NA
"39285","Australia","Pakistan",1980,51.94
"39286","Australia","Bangladesh",1980,50.06
"39287","Australia","Myanmar",1980,13.27
"39288","Australia","Sri Lanka",1980,40.13
"39289","Australia","Maldives",1980,0.59
"39290","Australia","Nepal",1980,1.05
"39291","Australia","Thailand",1980,173.35
"39292","Australia","Cambodia",1980,7.11
"39293","Australia","Laos",1980,0.72
"39294","Australia","Vietnam",1980,43.21
"39295","Australia","Malaysia",1980,593.55
"39296","Australia","Singapore",1980,544.27
